UserID,Name,Surname,Email,Gender,Race,Age,Province,Social Media Handle,Viewership.UserID,Viewership.Channel2,Viewership.RecordDate2,Viewership date,Viewership time,Viewership.Duration 2,Viewership.userid2,Column1
808926,Bret ,Mccollum,Bret 313@mail.com,male,coloured,22,Western Cape,@Bret 31,808926,Supersport Live Events,2016-02-25T06:38:00.000Z,2016-02-25T00:00:00.000Z,1899-12-31T06:38:00.000Z,0.00224537,808926,null
808926,Bret ,Mccollum,Bret 313@mail.com,male,coloured,22,Western Cape,@Bret 31,808926,Cartoon Network,2016-02-18T12:00:00.000Z,2016-02-18T00:00:00.000Z,1899-12-31T12:00:00.000Z,0.014710648,808926,null
771783,Len ,Pascarella,Len 442@gmail.com,male,indian_asian,23,Gauteng,@Len 44,771783,Trace TV,2016-02-01T12:51:00.000Z,2016-02-01T00:00:00.000Z,1899-12-31T12:51:00.000Z,0.003298611,771783,null
771783,Len ,Pascarella,Len 442@gmail.com,male,indian_asian,23,Gauteng,@Len 44,771783,SawSee,2016-01-30T21:43:00.000Z,2016-01-30T00:00:00.000Z,1899-12-31T21:43:00.000Z,0.000150463,771783,null
788616,Winona ,Wigfall,Winona 482@gmail.com,female,black,44,Gauteng,@Winona 48,788616,SuperSport Blitz,2016-01-27T12:03:00.000Z,2016-01-27T00:00:00.000Z,1899-12-31T12:03:00.000Z,0.0000694444,788616,null
771785,Kip ,Martello,Kip 141@yahoo.com,male,black,43,Gauteng,@Kip 14,771785,ICC Cricket World Cup 2011,2016-02-28T16:53:00.000Z,2016-02-28T00:00:00.000Z,1899-12-31T16:53:00.000Z,0.000532407,771785,null
630977,Stacy ,Wigfall,Stacy 274@abcmail.com,male,coloured,28,Gauteng,@Stacy 27,630977,Trace TV,2016-01-16T09:52:00.000Z,2016-01-16T00:00:00.000Z,1899-12-31T09:52:00.000Z,0.000173611,630977,null
808928,Hugh,Borelli,Hugh13@mail.com,male,black,35,Gauteng,@Hugh1,808928,Channel O,2016-02-13T19:35:00.000Z,2016-02-13T00:00:00.000Z,1899-12-31T19:35:00.000Z,0.003819444,808928,null
808928,Hugh,Borelli,Hugh13@mail.com,male,black,35,Gauteng,@Hugh1,808928,ICC Cricket World Cup 2011,2016-03-01T12:15:00.000Z,2016-03-01T00:00:00.000Z,1899-12-31T12:15:00.000Z,0,808928,null
808929,Winona ,Wigfall,Winona 141@yahoo.com,female,black,32,Eastern Cape,@Winona 14,808929,Africa Magic,2016-01-11T18:18:00.000Z,2016-01-11T00:00:00.000Z,1899-12-31T18:18:00.000Z,0.000659722,808929,null
808929,Winona ,Wigfall,Winona 141@yahoo.com,female,black,32,Eastern Cape,@Winona 14,808929,Cartoon Network,2016-01-24T18:35:00.000Z,2016-01-24T00:00:00.000Z,1899-12-31T18:35:00.000Z,0.064259259,808929,null
770963,None,None,Roxane 52@gmail.com,None,None,0,None,None,770963,Supersport Live Events,2016-03-24T09:45:00.000Z,2016-03-24T00:00:00.000Z,1899-12-31T09:45:00.000Z,0.016018519,770963,null
770963,None,None,Roxane 52@gmail.com,None,None,0,None,None,770963,ICC Cricket World Cup 2011,2016-02-25T09:28:00.000Z,2016-02-25T00:00:00.000Z,1899-12-31T09:28:00.000Z,0.004282407,770963,null
808930,Claud ,Marek,Claud 345@mailxyz.com,male,indian_asian,35,Limpopo,@Claud 34,808930,Supersport Live Events,2016-02-22T08:29:00.000Z,2016-02-22T00:00:00.000Z,1899-12-31T08:29:00.000Z,0.001018519,808930,null
808930,Claud ,Marek,Claud 345@mailxyz.com,male,indian_asian,35,Limpopo,@Claud 34,808930,ICC Cricket World Cup 2011,2016-03-02T09:38:00.000Z,2016-03-02T00:00:00.000Z,1899-12-31T09:38:00.000Z,0.003125,808930,null
808930,Claud ,Marek,Claud 345@mailxyz.com,male,indian_asian,35,Limpopo,@Claud 34,808930,ICC Cricket World Cup 2011,2016-03-11T08:40:00.000Z,2016-03-11T00:00:00.000Z,1899-12-31T08:40:00.000Z,0,808930,null
808930,Claud ,Marek,Claud 345@mailxyz.com,male,indian_asian,35,Limpopo,@Claud 34,808930,ICC Cricket World Cup 2011,2016-02-24T11:23:00.000Z,2016-02-24T00:00:00.000Z,1899-12-31T11:23:00.000Z,0.002731481,808930,null
808930,Claud ,Marek,Claud 345@mailxyz.com,male,indian_asian,35,Limpopo,@Claud 34,808930,ICC Cricket World Cup 2011,2016-02-24T08:33:00.000Z,2016-02-24T00:00:00.000Z,1899-12-31T08:33:00.000Z,0.002592593,808930,null
808930,Claud ,Marek,Claud 345@mailxyz.com,male,indian_asian,35,Limpopo,@Claud 34,808930,Supersport Live Events,2016-02-27T17:11:00.000Z,2016-02-27T00:00:00.000Z,1899-12-31T17:11:00.000Z,0.000324074,808930,null
808930,Claud ,Marek,Claud 345@mailxyz.com,male,indian_asian,35,Limpopo,@Claud 34,808930,ICC Cricket World Cup 2011,2016-02-23T15:26:00.000Z,2016-02-23T00:00:00.000Z,1899-12-31T15:26:00.000Z,0.0000925926,808930,null
808930,Claud ,Marek,Claud 345@mailxyz.com,male,indian_asian,35,Limpopo,@Claud 34,808930,ICC Cricket World Cup 2011,2016-03-30T12:19:00.000Z,2016-03-30T00:00:00.000Z,1899-12-31T12:19:00.000Z,0.016064815,808930,null
771791,Shane ,Luthy,Shane 24@abcmail.com,male,black,34,Gauteng,@Shane 2,771791,Channel O,2016-03-14T11:51:00.000Z,2016-03-14T00:00:00.000Z,1899-12-31T11:51:00.000Z,0.002013889,771791,null
771791,Shane ,Luthy,Shane 24@abcmail.com,male,black,34,Gauteng,@Shane 2,771791,M-Net,2016-03-06T05:02:00.000Z,2016-03-06T00:00:00.000Z,1899-12-31T05:02:00.000Z,0.00119213,771791,null
1373,Raymundo ,Mina,Raymundo 435@mailxyz.com,male,white,19,Kwazulu Natal,@Raymundo 43,1373,Cartoon Network,2016-02-28T10:38:00.000Z,2016-02-28T00:00:00.000Z,1899-12-31T10:38:00.000Z,0,1373,null
808971,Jacinto ,Mccollum,Jacinto 254@abcmail.com,male,black,36,Gauteng,@Jacinto 25,808971,Boomerang,2016-02-08T10:45:00.000Z,2016-02-08T00:00:00.000Z,1899-12-31T10:45:00.000Z,0.000162037,808971,null
808971,Jacinto ,Mccollum,Jacinto 254@abcmail.com,male,black,36,Gauteng,@Jacinto 25,808971,Boomerang,2016-02-18T18:28:00.000Z,2016-02-18T00:00:00.000Z,1899-12-31T18:28:00.000Z,0.000659722,808971,null
808971,Jacinto ,Mccollum,Jacinto 254@abcmail.com,male,black,36,Gauteng,@Jacinto 25,808971,Boomerang,2016-02-07T13:41:00.000Z,2016-02-07T00:00:00.000Z,1899-12-31T13:41:00.000Z,0.000763889,808971,null
808971,Jacinto ,Mccollum,Jacinto 254@abcmail.com,male,black,36,Gauteng,@Jacinto 25,808971,Boomerang,2016-02-07T20:15:00.000Z,2016-02-07T00:00:00.000Z,1899-12-31T20:15:00.000Z,0.003391204,808971,null
808971,Jacinto ,Mccollum,Jacinto 254@abcmail.com,male,black,36,Gauteng,@Jacinto 25,808971,Channel O,2016-01-26T14:16:00.000Z,2016-01-26T00:00:00.000Z,1899-12-31T14:16:00.000Z,0.001111111,808971,null
808971,Jacinto ,Mccollum,Jacinto 254@abcmail.com,male,black,36,Gauteng,@Jacinto 25,808971,Boomerang,2016-03-30T19:19:00.000Z,2016-03-30T00:00:00.000Z,1899-12-31T19:19:00.000Z,0,808971,null
808971,Jacinto ,Mccollum,Jacinto 254@abcmail.com,male,black,36,Gauteng,@Jacinto 25,808971,Boomerang,2016-03-25T14:23:00.000Z,2016-03-25T00:00:00.000Z,1899-12-31T14:23:00.000Z,0.005173611,808971,null
779369,Dee ,Mastrangelo,Dee 211@yahoo.com,male,black,36,Gauteng,@Dee 21,779369,CNN,2016-02-11T19:35:00.000Z,2016-02-11T00:00:00.000Z,1899-12-31T19:35:00.000Z,0.014340278,779369,null
779369,Dee ,Mastrangelo,Dee 211@yahoo.com,male,black,36,Gauteng,@Dee 21,779369,E! Entertainment,2016-01-20T05:20:00.000Z,2016-01-20T00:00:00.000Z,1899-12-31T05:20:00.000Z,0.004351852,779369,null
779369,Dee ,Mastrangelo,Dee 211@yahoo.com,male,black,36,Gauteng,@Dee 21,779369,CNN,2016-01-18T13:06:00.000Z,2016-01-18T00:00:00.000Z,1899-12-31T13:06:00.000Z,0.009247685,779369,null
1445,Kip ,Luthy,Kip 141@yahoo.com,male,coloured,13,Northern Cape,@Kip 14,1445,SuperSport Blitz,2016-02-25T10:37:00.000Z,2016-02-25T00:00:00.000Z,1899-12-31T10:37:00.000Z,0.003912037,1445,null
1445,Kip ,Luthy,Kip 141@yahoo.com,male,coloured,13,Northern Cape,@Kip 14,1445,CNN,2016-03-06T15:47:00.000Z,2016-03-06T00:00:00.000Z,1899-12-31T15:47:00.000Z,0.000381944,1445,null
615057,Anette ,Leicht,Anette 341@yahoo.com,female,black,25,Limpopo,@Anette 34,615057,Channel O,2016-01-10T07:34:00.000Z,2016-01-10T00:00:00.000Z,1899-12-31T07:34:00.000Z,0.009861111,615057,null
786055,Williemae ,Holt,Williemae 484@abcmail.com,female,white,25,Gauteng,@Williemae 48,786055,Channel O,2016-01-19T18:42:00.000Z,2016-01-19T00:00:00.000Z,1899-12-31T18:42:00.000Z,0.000729167,786055,null
786055,Williemae ,Holt,Williemae 484@abcmail.com,female,white,25,Gauteng,@Williemae 48,786055,DStv Events 1,2016-01-18T17:49:00.000Z,2016-01-18T00:00:00.000Z,1899-12-31T17:49:00.000Z,0.001678241,786055,null
764296,Royal ,Pascarella,Royal 175@mailxyz.com,male,coloured,23,Western Cape,@Royal 17,764296,E! Entertainment,2016-02-04T08:42:00.000Z,2016-02-04T00:00:00.000Z,1899-12-31T08:42:00.000Z,0.001689815,764296,null
764296,Royal ,Pascarella,Royal 175@mailxyz.com,male,coloured,23,Western Cape,@Royal 17,764296,Trace TV,2016-02-01T20:10:00.000Z,2016-02-01T00:00:00.000Z,1899-12-31T20:10:00.000Z,0,764296,null
779373,Loyd ,Beville,Loyd 492@gmail.com,male,black,40,Limpopo,@Loyd 49,779373,CNN,2016-02-28T05:58:00.000Z,2016-02-28T00:00:00.000Z,1899-12-31T05:58:00.000Z,0.004479167,779373,null
771793,Anette ,Leicht,Anette 143@mail.com,female,indian_asian,40,Western Cape,@Anette 14,771793,Supersport Live Events,2016-01-05T21:33:00.000Z,2016-01-05T00:00:00.000Z,1899-12-31T21:33:00.000Z,0.003425926,771793,null
771793,Anette ,Leicht,Anette 143@mail.com,female,indian_asian,40,Western Cape,@Anette 14,771793,Supersport Live Events,2016-01-10T04:43:00.000Z,2016-01-10T00:00:00.000Z,1899-12-31T04:43:00.000Z,0,771793,null
771793,Anette ,Leicht,Anette 143@mail.com,female,indian_asian,40,Western Cape,@Anette 14,771793,Trace TV,2016-02-18T20:23:00.000Z,2016-02-18T00:00:00.000Z,1899-12-31T20:23:00.000Z,0.000486111,771793,null
771793,Anette ,Leicht,Anette 143@mail.com,female,indian_asian,40,Western Cape,@Anette 14,771793,Trace TV,2016-02-12T00:38:00.000Z,2016-02-12T00:00:00.000Z,1899-12-31T00:38:00.000Z,0.001770833,771793,null
808934,Claud ,Woolard,Claud 344@abcmail.com,male,indian_asian,36,Kwazulu Natal,@Claud 34,808934,Supersport Live Events,2016-03-24T12:17:00.000Z,2016-03-24T00:00:00.000Z,1899-12-31T12:17:00.000Z,0.008796296,808934,null
808934,Claud ,Woolard,Claud 344@abcmail.com,male,indian_asian,36,Kwazulu Natal,@Claud 34,808934,Boomerang,2016-03-11T16:58:00.000Z,2016-03-11T00:00:00.000Z,1899-12-31T16:58:00.000Z,0.003819444,808934,null
808934,Claud ,Woolard,Claud 344@abcmail.com,male,indian_asian,36,Kwazulu Natal,@Claud 34,808934,Supersport Live Events,2016-02-06T06:56:00.000Z,2016-02-06T00:00:00.000Z,1899-12-31T06:56:00.000Z,0,808934,null
808934,Claud ,Woolard,Claud 344@abcmail.com,male,indian_asian,36,Kwazulu Natal,@Claud 34,808934,Trace TV,2016-02-06T10:38:00.000Z,2016-02-06T00:00:00.000Z,1899-12-31T10:38:00.000Z,0.0028125,808934,null
808934,Claud ,Woolard,Claud 344@abcmail.com,male,indian_asian,36,Kwazulu Natal,@Claud 34,808934,Supersport Live Events,2016-02-06T19:55:00.000Z,2016-02-06T00:00:00.000Z,1899-12-31T19:55:00.000Z,0.002523148,808934,null
808934,Claud ,Woolard,Claud 344@abcmail.com,male,indian_asian,36,Kwazulu Natal,@Claud 34,808934,Trace TV,2016-03-06T12:38:00.000Z,2016-03-06T00:00:00.000Z,1899-12-31T12:38:00.000Z,0.0034375,808934,null
808934,Claud ,Woolard,Claud 344@abcmail.com,male,indian_asian,36,Kwazulu Natal,@Claud 34,808934,SuperSport Blitz,2016-02-12T17:16:00.000Z,2016-02-12T00:00:00.000Z,1899-12-31T17:16:00.000Z,0.001875,808934,null
808934,Claud ,Woolard,Claud 344@abcmail.com,male,indian_asian,36,Kwazulu Natal,@Claud 34,808934,Supersport Live Events,2016-03-06T13:58:00.000Z,2016-03-06T00:00:00.000Z,1899-12-31T13:58:00.000Z,0.000717593,808934,null
808934,Claud ,Woolard,Claud 344@abcmail.com,male,indian_asian,36,Kwazulu Natal,@Claud 34,808934,Supersport Live Events,2016-03-06T14:00:00.000Z,2016-03-06T00:00:00.000Z,1899-12-31T14:00:00.000Z,0.001134259,808934,null
808934,Claud ,Woolard,Claud 344@abcmail.com,male,indian_asian,36,Kwazulu Natal,@Claud 34,808934,Supersport Live Events,2016-03-27T16:07:00.000Z,2016-03-27T00:00:00.000Z,1899-12-31T16:07:00.000Z,0.001041667,808934,null
771796,Jacinto ,Mcclaine,Jacinto 251@yahoo.com,male,coloured,35,Western Cape,@Jacinto 25,771796,SuperSport Blitz,2016-02-05T15:17:00.000Z,2016-02-05T00:00:00.000Z,1899-12-31T15:17:00.000Z,0.018912037,771796,null
771796,Jacinto ,Mcclaine,Jacinto 251@yahoo.com,male,coloured,35,Western Cape,@Jacinto 25,771796,Supersport Live Events,2016-03-24T10:46:00.000Z,2016-03-24T00:00:00.000Z,1899-12-31T10:46:00.000Z,0.001712963,771796,null
771796,Jacinto ,Mcclaine,Jacinto 251@yahoo.com,male,coloured,35,Western Cape,@Jacinto 25,771796,Channel O,2016-02-06T16:10:00.000Z,2016-02-06T00:00:00.000Z,1899-12-31T16:10:00.000Z,0.000590278,771796,null
771796,Jacinto ,Mcclaine,Jacinto 251@yahoo.com,male,coloured,35,Western Cape,@Jacinto 25,771796,Supersport Live Events,2016-02-06T16:18:00.000Z,2016-02-06T00:00:00.000Z,1899-12-31T16:18:00.000Z,0.000208333,771796,null
771796,Jacinto ,Mcclaine,Jacinto 251@yahoo.com,male,coloured,35,Western Cape,@Jacinto 25,771796,Supersport Live Events,2016-03-27T16:58:00.000Z,2016-03-27T00:00:00.000Z,1899-12-31T16:58:00.000Z,0.016782407,771796,null
771796,Jacinto ,Mcclaine,Jacinto 251@yahoo.com,male,coloured,35,Western Cape,@Jacinto 25,771796,Supersport Live Events,2016-03-26T17:00:00.000Z,2016-03-26T00:00:00.000Z,1899-12-31T17:00:00.000Z,0.072662037,771796,null
617535,Stefan ,Reisinger,Stefan 464@abcmail.com,male,indian_asian,40,Gauteng,@Stefan 46,617535,Africa Magic,2016-01-11T20:08:00.000Z,2016-01-11T00:00:00.000Z,1899-12-31T20:08:00.000Z,0.000127315,617535,null
617961,Robby ,Mosser,Robby 165@mailxyz.com,male,indian_asian,30,Mpumalanga,@Robby 16,617961,Boomerang,2016-01-31T22:06:00.000Z,2016-01-31T00:00:00.000Z,1899-12-31T22:06:00.000Z,0.006377315,617961,null
771797,Randy ,Beville,Randy 395@mailxyz.com,male,None,35,Gauteng,@Randy 39,771797,SuperSport Blitz,2016-02-03T13:31:00.000Z,2016-02-03T00:00:00.000Z,1899-12-31T13:31:00.000Z,0.00037037,771797,null
67584,Hollis ,Caves,Hollis 383@mail.com,male,white,58,Western Cape,@Hollis 38,67584,Supersport Live Events,2016-01-18T15:04:00.000Z,2016-01-18T00:00:00.000Z,1899-12-31T15:04:00.000Z,0.004143519,67584,null
808936,Valentine ,Slane,Valentine 474@abcmail.com,male,white,23,Gauteng,@Valentine 47,808936,Supersport Live Events,2016-03-24T12:31:00.000Z,2016-03-24T00:00:00.000Z,1899-12-31T12:31:00.000Z,0.004050926,808936,null
808936,Valentine ,Slane,Valentine 474@abcmail.com,male,white,23,Gauteng,@Valentine 47,808936,Supersport Live Events,2016-02-18T10:25:00.000Z,2016-02-18T00:00:00.000Z,1899-12-31T10:25:00.000Z,0,808936,null
590480,Mellie ,Creager,Mellie 411@yahoo.com,female,indian_asian,10,Western Cape,@Mellie 41,590480,Africa Magic,2016-01-04T16:11:00.000Z,2016-01-04T00:00:00.000Z,1899-12-31T16:11:00.000Z,0.00193287,590480,null
793592,None,None,Krysta 494@abcmail.com,None,None,0,None,None,793592,Channel O,2016-03-21T12:34:00.000Z,2016-03-21T00:00:00.000Z,1899-12-31T12:34:00.000Z,0.046076389,793592,null
586459,Lucas ,Hier,Lucas 233@mail.com,male,black,22,Free State,@Lucas 23,586459,Cartoon Network,2016-01-02T09:49:00.000Z,2016-01-02T00:00:00.000Z,1899-12-31T09:49:00.000Z,0.003587963,586459,null
791320,Shandra ,Mccollum,Shandra 411@yahoo.com,female,indian_asian,37,Kwazulu Natal,@Shandra 41,791320,ICC Cricket World Cup 2011,2016-03-05T12:57:00.000Z,2016-03-05T00:00:00.000Z,1899-12-31T12:57:00.000Z,0.000162037,791320,null
791320,Shandra ,Mccollum,Shandra 411@yahoo.com,female,indian_asian,37,Kwazulu Natal,@Shandra 41,791320,ICC Cricket World Cup 2011,2016-03-06T09:33:00.000Z,2016-03-06T00:00:00.000Z,1899-12-31T09:33:00.000Z,0.009074074,791320,null
791320,Shandra ,Mccollum,Shandra 411@yahoo.com,female,indian_asian,37,Kwazulu Natal,@Shandra 41,791320,ICC Cricket World Cup 2011,2016-03-06T08:32:00.000Z,2016-03-06T00:00:00.000Z,1899-12-31T08:32:00.000Z,0.009652778,791320,null
771802,Valentine ,Curran,Valentine 475@mailxyz.com,male,coloured,43,Western Cape,@Valentine 47,771802,Boomerang,2016-01-02T12:42:00.000Z,2016-01-02T00:00:00.000Z,1899-12-31T12:42:00.000Z,0.006886574,771802,null
771802,Valentine ,Curran,Valentine 475@mailxyz.com,male,coloured,43,Western Cape,@Valentine 47,771802,Supersport Live Events,2016-01-30T14:11:00.000Z,2016-01-30T00:00:00.000Z,1899-12-31T14:11:00.000Z,0.058263889,771802,null
771802,Valentine ,Curran,Valentine 475@mailxyz.com,male,coloured,43,Western Cape,@Valentine 47,771802,CNN,2016-01-01T11:25:00.000Z,2016-01-01T00:00:00.000Z,1899-12-31T11:25:00.000Z,0.000243056,771802,null
771802,Valentine ,Curran,Valentine 475@mailxyz.com,male,coloured,43,Western Cape,@Valentine 47,771802,Supersport Live Events,2016-01-08T14:50:00.000Z,2016-01-08T00:00:00.000Z,1899-12-31T14:50:00.000Z,0.004236111,771802,null
771802,Valentine ,Curran,Valentine 475@mailxyz.com,male,coloured,43,Western Cape,@Valentine 47,771802,CNN,2016-01-01T02:37:00.000Z,2016-01-01T00:00:00.000Z,1899-12-31T02:37:00.000Z,0.000763889,771802,null
771802,Valentine ,Curran,Valentine 475@mailxyz.com,male,coloured,43,Western Cape,@Valentine 47,771802,Supersport Live Events,2016-02-12T16:51:00.000Z,2016-02-12T00:00:00.000Z,1899-12-31T16:51:00.000Z,0.055462963,771802,null
808941,Michel ,Curran,Michel 204@abcmail.com,male,coloured,36,Western Cape,@Michel 20,808941,SuperSport Blitz,2016-03-01T00:30:00.000Z,2016-03-01T00:00:00.000Z,1899-12-31T00:30:00.000Z,0.00037037,808941,null
600713,Chas ,Mccown,Chas 351@yahoo.com,male,black,31,Kwazulu Natal,@Chas 35,600713,Channel O,2016-01-01T14:32:00.000Z,2016-01-01T00:00:00.000Z,1899-12-31T14:32:00.000Z,0.032847222,600713,null
600713,Chas ,Mccown,Chas 351@yahoo.com,male,black,31,Kwazulu Natal,@Chas 35,600713,Channel O,2016-01-13T14:27:00.000Z,2016-01-13T00:00:00.000Z,1899-12-31T14:27:00.000Z,0.0003125,600713,null
808945,Garry ,Biggers,Garry 283@mail.com,male,None,43,Western Cape,@Garry 28,808945,Break in transmission,2016-03-01T19:19:00.000Z,2016-03-01T00:00:00.000Z,1899-12-31T19:19:00.000Z,0.000671296,808945,null
301011,Robby ,Caves,Robby 162@gmail.com,male,black,47,North West,@Robby 16,301011,SuperSport Blitz,2016-01-08T17:03:00.000Z,2016-01-08T00:00:00.000Z,1899-12-31T17:03:00.000Z,0.000787037,301011,null
808948,Rebecka ,Shkreli,Rebecka 172@gmail.com,female,coloured,43,Western Cape,@Rebecka 17,808948,SuperSport Blitz,2016-02-11T05:04:00.000Z,2016-02-11T00:00:00.000Z,1899-12-31T05:04:00.000Z,0.001388889,808948,null
808948,Rebecka ,Shkreli,Rebecka 172@gmail.com,female,coloured,43,Western Cape,@Rebecka 17,808948,Channel O,2016-02-18T03:26:00.000Z,2016-02-18T00:00:00.000Z,1899-12-31T03:26:00.000Z,0.000138889,808948,null
808948,Rebecka ,Shkreli,Rebecka 172@gmail.com,female,coloured,43,Western Cape,@Rebecka 17,808948,Channel O,2016-02-18T13:46:00.000Z,2016-02-18T00:00:00.000Z,1899-12-31T13:46:00.000Z,0.000659722,808948,null
808948,Rebecka ,Shkreli,Rebecka 172@gmail.com,female,coloured,43,Western Cape,@Rebecka 17,808948,Channel O,2016-02-24T09:36:00.000Z,2016-02-24T00:00:00.000Z,1899-12-31T09:36:00.000Z,0.000694444,808948,null
808948,Rebecka ,Shkreli,Rebecka 172@gmail.com,female,coloured,43,Western Cape,@Rebecka 17,808948,Trace TV,2016-03-18T11:42:00.000Z,2016-03-18T00:00:00.000Z,1899-12-31T11:42:00.000Z,0.000972222,808948,null
808948,Rebecka ,Shkreli,Rebecka 172@gmail.com,female,coloured,43,Western Cape,@Rebecka 17,808948,Channel O,2016-03-18T11:55:00.000Z,2016-03-18T00:00:00.000Z,1899-12-31T11:55:00.000Z,0.020381944,808948,null
